sale_id,sale_date,product_id, quantity_sold,unit_price,Store_id
191,10-07-22,P0011,16,25.67,S191
192,11-07-22,P0012,87,38.59,S192
193,12-07-22,P0013,241,57.99,S193
194,13-07-22,P0014,286,14.65,S194
195,14-07-22,P0015,60,63.26,S195
196,15-07-22,P0016,437,43.64,S196
197,16-07-22,P0017,377,84.85,S197
198,17-07-22,P0018,83,47.05,S198
199,18-07-22,P0019,203,76.83,S199
200,19-07-22,P0020,183,93.95,S200
201,20-07-22,P0001,5,62.7,S201
202,21-07-22,P0002,199,54.02,S202
203,22-07-22,P0003,176,26.03,S203
204,23-07-22,P0004,214,10.19,S204
205,24-07-22,P0005,165,95.54,S205
206,25-07-22,P0006,9,57.65,S206
207,26-07-22,P0007,140,87.85,S207
208,27-07-22,P0008,177,53.94,S208
209,28-07-22,P0009,217,61.42,S209
210,29-07-22,P0010,47,99.14,S210
211,30-07-22,P0011,3,60.52,S211
212,31-07-22,P0012,2,86.93,S212
213,01-08-22,P0013,18,83.11,S213
214,02-08-22,P0014,242,32.28,S214
215,03-08-22,P0015,228,52.17,S215
216,04-08-22,P0016,31,93.61,S216
217,05-08-22,P0017,16,98.25,S217
218,06-08-22,P0018,20,78.53,S218
219,07-08-22,P0019,193,56.91,S219
220,08-08-22,P0020,118,35.32,S220
221,09-08-22,P0001,96,48.08,S221
222,10-08-22,P0002,48,46.95,S222
223,11-08-22,P0003,130,94.45,S223
224,12-08-22,P0004,11,27.28,S224
225,13-08-22,P0005,313,29.74,S225
226,14-08-22,P0006,352,27.64,S226
227,15-08-22,P0007,265,60.54,S227
228,16-08-22,P0008,11,58.55,S228
229,17-08-22,P0009,191,58.59,S229
230,18-08-22,P0010,185,95.48,S230
231,19-08-22,P0011,143,37.81,S231
232,20-08-22,P0012,85,48.7,S232
233,21-08-22,P0013,270,65.89,S233
234,22-08-22,P0014,233,20.37,S234
235,23-08-22,P0015,187,46.25,S235
236,24-08-22,P0016,39,71.74,S236
237,25-08-22,P0017,234,20.57,S237
238,26-08-22,P0018,213,29.88,S238
239,27-08-22,P0019,55,73.98,S239
240,28-08-22,P0020,22,45.02,S240
241,29-08-22,P0001,100,82.88,S241
242,30-08-22,P0002,353,17.36,S242
243,31-08-22,P0003,255,42.7,S243
244,01-09-22,P0004,154,89.67,S244
245,02-09-22,P0005,147,65.77,S245
246,03-09-22,P0006,342,95.74,S246
247,04-09-22,P0007,54,98.9,S247
248,05-09-22,P0008,289,41.11,S248
249,06-09-22,P0009,179,42.07,S249
250,07-09-22,P0010,175,95.89,S250
251,08-09-22,P0011,209,84.12,S251
252,09-09-22,P0012,109,71.21,S252
253,10-09-22,P0013,43,49.23,S253
254,11-09-22,P0014,58,21.87,S254
255,12-09-22,P0015,399,60.83,S255
256,13-09-22,P0016,95,56.78,S256
257,14-09-22,P0017,296,76.12,S257
258,15-09-22,P0018,105,98.9,S258
259,16-09-22,P0019,103,46.24,S259
260,17-09-22,P0020,131,16.35,S260
261,18-09-22,P0001,66,83.63,S261
262,19-09-22,P0002,163,81.57,S262
263,20-09-22,P0003,98,44.68,S263
264,21-09-22,P0004,150,60.11,S264
265,22-09-22,P0005,15,24.63,S265
266,23-09-22,P0006,36,36.31,S266
267,24-09-22,P0007,303,11.36,S267
268,25-09-22,P0008,209,63.1,S268
269,26-09-22,P0009,69,30.82,S269
270,27-09-22,P0010,143,23.73,S270
271,28-09-22,P0011,239,29.49,S271
272,29-09-22,P0012,192,74.42,S272
273,30-09-22,P0013,23,58.3,S273
274,01-10-22,P0014,165,60.58,S274
275,02-10-22,P0015,85,73.48,S275
276,03-10-22,P0016,79,16.18,S276
277,04-10-22,P0017,33,38.52,S277
278,05-10-22,P0018,270,46.93,S278
279,06-10-22,P0019,1,80.41,S279
280,07-10-22,P0020,149,95.33,S280
281,08-10-22,P0001,3,36.3,S281
282,09-10-22,P0002,59,82.08,S282
283,10-10-22,P0003,15,46.4,S283
284,11-10-22,P0004,351,59.76,S284
285,12-10-22,P0005,66,60.35,S285
286,13-10-22,P0006,62,40.61,S286
287,14-10-22,P0007,77,63.61,S287
288,15-10-22,P0008,177,97.09,S288
289,16-10-22,P0009,349,52.72,S289
290,17-10-22,P0010,74,14.41,S290
291,18-10-22,P0011,40,74.14,S291
292,19-10-22,P0012,72,46.94,S292
293,20-10-22,P0013,190,23.04,S293
294,21-10-22,P0014,263,28.02,S294
295,22-10-22,P0015,126,86.82,S295
296,23-10-22,P0016,17,80.31,S296
297,24-10-22,P0017,19,41.28,S297
298,25-10-22,P0018,36,38.42,S298
299,26-10-22,P0019,207,59.93,S299
300,27-10-22,P0020,91,66.76,S300
301,28-10-22,P0001,58,77.88,S301
302,29-10-22,P0002,91,88.22,S302
303,30-10-22,P0003,70,10.55,S303
304,31-10-22,P0004,0,44.81,S304
305,01-11-22,P0005,32,69.65,S305
306,02-11-22,P0006,8,53.35,S306
307,03-11-22,P0007,341,33.47,S307
308,04-11-22,P0008,347,61.1,S308
309,05-11-22,P0009,15,45.25,S309
310,06-11-22,P0010,85,94.98,S310
311,07-11-22,P0011,30,24.21,S311
312,08-11-22,P0012,136,66.07,S312
313,09-11-22,P0013,31,34.68,S313
314,10-11-22,P0014,7,98.28,S314
315,11-11-22,P0015,377,87.24,S315
316,12-11-22,P0016,28,93.4,S316
317,13-11-22,P0017,348,53.02,S317
318,14-11-22,P0018,258,58.54,S318
319,15-11-22,P0019,41,63.29,S319
320,16-11-22,P0020,49,10.93,S320
321,17-11-22,P0001,83,45.49,S321
322,18-11-22,P0002,60,52.33,S322
323,19-11-22,P0003,448,41.55,S323
324,20-11-22,P0004,11,58.13,S324
325,21-11-22,P0005,390,25.67,S325
326,22-11-22,P0006,81,33.96,S326
327,23-11-22,P0007,121,81.35,S327
328,24-11-22,P0008,44,57.34,S328
329,25-11-22,P0009,88,50.36,S329
330,26-11-22,P0010,142,51.34,S330
331,27-11-22,P0011,48,13.09,S331
332,28-11-22,P0012,61,94.85,S332
333,29-11-22,P0013,140,16.47,S333
334,30-11-22,P0014,390,82.15,S334
335,01-12-22,P0015,91,61.13,S335
336,02-12-22,P0016,32,63.74,S336
337,03-12-22,P0017,60,66.78,S337
338,04-12-22,P0018,206,30.12,S338
339,05-12-22,P0019,108,31.26,S339
340,06-12-22,P0020,349,21.47,S340
341,07-12-22,P0001,271,81.01,S341
342,08-12-22,P0002,202,59.97,S342
343,09-12-22,P0003,34,26.87,S343
344,10-12-22,P0004,165,99.12,S344
345,11-12-22,P0005,2,24.29,S345
346,12-12-22,P0006,308,18.48,S346
347,13-12-22,P0007,76,54.73,S347
348,14-12-22,P0008,91,59.61,S348
349,15-12-22,P0009,113,14.64,S349
350,16-12-22,P0010,274,63.63,S350
351,17-12-22,P0011,116,95.99,S351
352,18-12-22,P0012,5,75.41,S352
353,19-12-22,P0013,115,24.19,S353
354,20-12-22,P0014,79,85.33,S354
355,21-12-22,P0015,223,15.58,S355
356,22-12-22,P0016,258,19.63,S356
357,23-12-22,P0017,236,53.81,S357
358,24-12-22,P0018,309,37.49,S358
359,25-12-22,P0019,32,38.2,S359
360,26-12-22,P0020,44,84.13,S360
361,27-12-22,P0001,145,20.39,S361
362,28-12-22,P0002,150,70.46,S362
363,29-12-22,P0003,40,53.13,S363
364,30-12-22,P0004,245,82,S364
365,31-12-22,P0005,241,75.55,S365
366,01-01-23,P0006,138,50.26,S366
367,02-01-23,P0007,152,56.58,S367
368,03-01-23,P0008,12,37.17,S368
369,04-01-23,P0009,158,82.75,S369
370,05-01-23,P0010,265,23.53,S370
371,06-01-23,P0011,240,56.3,S371
372,07-01-23,P0012,153,94.09,S372
373,08-01-23,P0013,68,24.53,S373
374,09-01-23,P0014,302,70.33,S374
375,10-01-23,P0015,70,79.68,S375
376,11-01-23,P0016,92,25.69,S376
377,12-01-23,P0017,275,25.04,S377
378,13-01-23,P0018,3,56.02,S378
379,14-01-23,P0019,307,31.39,S379
380,15-01-23,P0020,62,86.86,S380
381,16-01-23,P0001,195,21.71,S381
382,17-01-23,P0002,33,40.56,S382
383,18-01-23,P0003,263,29.2,S383
384,19-01-23,P0004,83,82.18,S384
385,20-01-23,P0005,78,45.85,S385
386,21-01-23,P0006,118,42.08,S386
387,22-01-23,P0007,147,51.22,S387
388,23-01-23,P0008,216,62.03,S388
389,24-01-23,P0009,27,36.53,S389
390,25-01-23,P0010,172,84.66,S390
391,26-01-23,P0011,78,39.15,S391
392,27-01-23,P0012,196,45.65,S392
393,28-01-23,P0013,75,40.27,S393
394,29-01-23,P0014,11,82.99,S394
395,30-01-23,P0015,144,60.15,S395
396,31-01-23,P0016,200,15.19,S396
397,01-02-23,P0017,256,37.46,S397
398,02-02-23,P0018,118,34.44,S398
399,03-02-23,P0019,244,84.99,S399
400,04-02-23,P0020,54,81.63,S400
401,05-02-23,P0001,147,28.46,S401
402,06-02-23,P0002,220,79.54,S402
403,07-02-23,P0003,97,80.57,S403
404,08-02-23,P0004,29,93.53,S404
405,09-02-23,P0005,192,46.13,S405
406,10-02-23,P0006,158,60.2,S406
407,11-02-23,P0007,8,53.65,S407
408,12-02-23,P0008,42,59.2,S408
409,13-02-23,P0009,5,98.03,S409
410,14-02-23,P0010,93,32.6,S410
411,15-02-23,P0011,44,53.31,S411
412,16-02-23,P0012,78,93.96,S412
413,17-02-23,P0013,57,83.3,S413
414,18-02-23,P0014,161,12.66,S414
415,19-02-23,P0015,172,55.77,S415
416,20-02-23,P0016,132,30.15,S416
417,21-02-23,P0017,46,63.75,S417
418,22-02-23,P0018,17,97.51,S418
419,23-02-23,P0019,38,49.8,S419
420,24-02-23,P0020,11,33.3,S420
421,25-02-23,P0001,161,56.24,S421
422,26-02-23,P0002,101,43.43,S422
423,27-02-23,P0003,263,30.78,S423
424,28-02-23,P0004,32,82.85,S424
425,01-03-23,P0005,209,87.11,S425
426,02-03-23,P0006,24,56.68,S426
427,03-03-23,P0007,20,80.01,S427
428,04-03-23,P0008,148,41.24,S428
429,05-03-23,P0009,100,96.96,S429
430,06-03-23,P0010,129,87.69,S430
431,07-03-23,P0011,257,74.45,S431
432,08-03-23,P0012,262,53.28,S432
433,09-03-23,P0013,200,25.38,S433
434,10-03-23,P0014,56,23.84,S434
435,11-03-23,P0015,24,52.21,S435
436,12-03-23,P0016,105,79.34,S436
437,13-03-23,P0017,294,13.13,S437
438,14-03-23,P0018,142,23.28,S438
439,15-03-23,P0019,55,67.3,S439
440,16-03-23,P0020,24,17.35,S440
441,17-03-23,P0001,53,93.06,S441
442,18-03-23,P0002,189,84.04,S442
443,19-03-23,P0003,146,25.75,S443
444,20-03-23,P0004,186,76.32,S444
445,21-03-23,P0005,77,49.52,S445
446,22-03-23,P0006,225,93.81,S446
447,23-03-23,P0007,66,76.7,S447
448,24-03-23,P0008,35,24.28,S448
449,25-03-23,P0009,1,13.87,S449
450,26-03-23,P0010,95,14.93,S450
451,27-03-23,P0011,255,22.22,S451
452,28-03-23,P0012,132,57.69,S452
453,29-03-23,P0013,234,80.36,S453
454,30-03-23,P0014,42,40.6,S454
455,31-03-23,P0015,25,86.8,S455
456,01-04-23,P0016,30,30.33,S456
457,02-04-23,P0017,28,29.03,S457
458,03-04-23,P0018,38,97.97,S458
459,04-04-23,P0019,149,31.18,S459
460,05-04-23,P0020,192,65.34,S460
461,06-04-23,P0001,198,57.58,S461
462,07-04-23,P0002,83,54.02,S462
463,08-04-23,P0003,97,69.96,S463
464,09-04-23,P0004,173,51.07,S464
465,10-04-23,P0005,69,99.12,S465
466,11-04-23,P0006,256,77.59,S466
467,12-04-23,P0007,246,87.6,S467
468,13-04-23,P0008,332,43.67,S468
469,14-04-23,P0009,325,89.52,S469
470,15-04-23,P0010,53,12.89,S470
471,16-04-23,P0011,17,92.7,S471
472,17-04-23,P0012,223,31.47,S472
473,18-04-23,P0013,95,89.52,S473
474,19-04-23,P0014,225,54.44,S474
475,20-04-23,P0015,216,21.75,S475
476,21-04-23,P0016,324,60.8,S476
477,22-04-23,P0017,75,60.17,S477
478,23-04-23,P0018,158,19.17,S478
479,24-04-23,P0019,55,45.92,S479
480,25-04-23,P0020,131,23.85,S480
481,26-04-23,P0001,74,40.47,S481
482,27-04-23,P0002,59,26.25,S482
483,28-04-23,P0003,150,82.08,S483
484,29-04-23,P0004,135,50.59,S484
485,30-04-23,P0005,79,49.08,S485
486,01-05-23,P0006,62,12.38,S486
487,02-05-23,P0007,130,49.02,S487
488,03-05-23,P0008,74,27.8,S488
489,04-05-23,P0009,16,59.13,S489
490,05-05-23,P0010,342,43.1,S490
491,06-05-23,P0011,48,13.33,S491
492,07-05-23,P0012,224,98.66,S492
493,08-05-23,P0013,64,39.8,S493
494,09-05-23,P0014,322,86.26,S494
495,10-05-23,P0015,264,85.81,S495
496,11-05-23,P0016,343,58.21,S496
497,12-05-23,P0017,15,74.42,S497
498,13-05-23,P0018,90,53.06,S498
499,14-05-23,P0019,143,61.9,S499
500,15-05-23,P0020,36,53.65,S500
501,16-05-23,P0001,37,91.05,S501
502,17-05-23,P0002,230,47.32,S502
503,18-05-23,P0003,58,54.78,S503
504,19-05-23,P0004,305,41.72,S504
505,20-05-23,P0005,120,37.57,S505
506,21-05-23,P0006,2,83.4,S506
507,22-05-23,P0007,35,99.12,S507
508,23-05-23,P0008,171,34.4,S508
509,24-05-23,P0009,195,59.33,S509
510,25-05-23,P0010,97,33.79,S510
511,26-05-23,P0011,177,60.79,S511
512,27-05-23,P0012,1,63.21,S512
513,28-05-23,P0013,181,64.04,S513
514,29-05-23,P0014,100,46.65,S514
515,30-05-23,P0015,1,92.22,S515
516,31-05-23,P0016,429,28.27,S516
517,01-06-23,P0017,26,22.57,S517
518,02-06-23,P0018,176,81.55,S518
519,03-06-23,P0019,15,96.19,S519
520,04-06-23,P0020,2,79.76,S520
521,05-06-23,P0001,81,28.58,S521
522,06-06-23,P0002,23,48.84,S522
523,07-06-23,P0003,65,60.75,S523
524,08-06-23,P0004,62,58.46,S524
525,09-06-23,P0005,76,17.93,S525
526,10-06-23,P0006,136,49.22,S526
527,11-06-23,P0007,255,43.87,S527
528,12-06-23,P0008,244,63.54,S528
529,13-06-23,P0009,173,40.94,S529
530,14-06-23,P0010,330,65.09,S530
531,15-06-23,P0011,95,69.04,S531
532,16-06-23,P0012,144,43.15,S532
533,17-06-23,P0013,350,49.42,S533
534,18-06-23,P0014,240,76.27,S534
535,19-06-23,P0015,210,22.01,S535
536,20-06-23,P0016,59,91.94,S536
537,21-06-23,P0017,57,26.93,S537
538,22-06-23,P0018,57,93.1,S538
539,23-06-23,P0019,283,42.65,S539
540,24-06-23,P0020,203,99.48,S540
541,25-06-23,P0001,170,96.28,S541
542,26-06-23,P0002,30,55.36,S542
543,27-06-23,P0003,180,25.18,S543
544,28-06-23,P0004,211,61.36,S544
545,29-06-23,P0005,243,83.39,S545
546,30-06-23,P0006,7,10.97,S546
547,01-07-23,P0007,9,11.77,S547
548,02-07-23,P0008,231,23.44,S548
549,03-07-23,P0009,11,15.82,S549
550,04-07-23,P0010,18,55.5,S550
551,05-07-23,P0011,144,58.31,S551
552,06-07-23,P0012,26,61.61,S552
553,07-07-23,P0013,61,83.41,S553
554,08-07-23,P0014,80,45.22,S554
555,09-07-23,P0015,476,20.66,S555
556,10-07-23,P0016,316,41.15,S556
557,11-07-23,P0017,162,75.06,S557
558,12-07-23,P0018,51,11.07,S558
559,13-07-23,P0019,37,51.51,S559
560,14-07-23,P0020,63,95,S560
561,15-07-23,P0001,101,16.86,S561
562,16-07-23,P0002,105,20.2,S562
563,17-07-23,P0003,134,38.42,S563
564,18-07-23,P0004,50,83.19,S564
565,19-07-23,P0005,220,79.42,S565
566,20-07-23,P0006,260,79.07,S566
567,21-07-23,P0007,80,68.16,S567
568,22-07-23,P0008,167,13.17,S568
569,23-07-23,P0009,166,90.13,S569
570,24-07-23,P0010,49,97.69,S570
571,25-07-23,P0011,26,46.28,S571
572,26-07-23,P0012,73,77.85,S572
573,27-07-23,P0013,257,23.32,S573
574,28-07-23,P0014,50,75.87,S574
575,29-07-23,P0015,49,90.79,S575
576,30-07-23,P0016,24,81.37,S576
577,31-07-23,P0017,192,33.34,S577
578,01-08-23,P0018,47,95.48,S578
579,02-08-23,P0019,325,33.58,S579
580,03-08-23,P0020,150,29.27,S580
581,04-08-23,P0001,195,34.92,S581
582,05-08-23,P0002,35,92.42,S582
583,06-08-23,P0003,96,60.14,S583
584,07-08-23,P0004,219,69.02,S584
585,08-08-23,P0005,14,52.41,S585
586,09-08-23,P0006,14,58.85,S586
587,10-08-23,P0007,39,58.4,S587
588,11-08-23,P0008,162,81.97,S588
589,12-08-23,P0009,70,46.58,S589
590,13-08-23,P0010,64,53.15,S590
591,14-08-23,P0011,83,86.35,S591
592,15-08-23,P0012,171,57.72,S592
593,16-08-23,P0013,101,89.13,S593
594,17-08-23,P0014,128,25.88,S594
595,18-08-23,P0015,7,38.71,S595
596,19-08-23,P0016,15,97.79,S596
597,20-08-23,P0017,250,49.83,S597
598,21-08-23,P0018,192,41.02,S598
599,22-08-23,P0019,149,50.18,S599
600,23-08-23,P0020,7,92.93,S600
601,24-08-23,P0001,107,53.99,S601
602,25-08-23,P0002,115,80.82,S602
603,26-08-23,P0003,32,63.07,S603
604,27-08-23,P0004,307,10.74,S604
605,28-08-23,P0005,92,29.63,S605
606,29-08-23,P0006,23,27.88,S606
607,30-08-23,P0007,429,50.47,S607
608,31-08-23,P0008,64,37.99,S608
609,01-09-23,P0009,242,48.3,S609
610,02-09-23,P0010,20,55.07,S610
611,03-09-23,P0011,102,73.88,S611
612,04-09-23,P0012,118,65.47,S612
613,05-09-23,P0013,71,37.22,S613
614,06-09-23,P0014,115,51.17,S614
615,07-09-23,P0015,128,12.36,S615
616,08-09-23,P0016,161,82.49,S616
617,09-09-23,P0017,66,13.81,S617
618,10-09-23,P0018,87,58.5,S618
619,11-09-23,P0019,46,65.57,S619
620,12-09-23,P0020,124,52.47,S620
621,13-09-23,P0001,150,85.79,S621
622,14-09-23,P0002,67,73.73,S622
623,15-09-23,P0003,72,42.82,S623
624,16-09-23,P0004,114,93.78,S624
625,17-09-23,P0005,119,42.56,S625
626,18-09-23,P0006,68,38.51,S626
627,19-09-23,P0007,211,49.35,S627
628,20-09-23,P0008,46,96.55,S628
629,21-09-23,P0009,117,72.01,S629
630,22-09-23,P0010,116,85.36,S630
631,23-09-23,P0011,53,30.33,S631
632,24-09-23,P0012,137,80.92,S632
633,25-09-23,P0013,143,45.69,S633
634,26-09-23,P0014,152,39.53,S634
635,27-09-23,P0015,39,74.81,S635
636,28-09-23,P0016,211,41.54,S636
637,29-09-23,P0017,100,79.73,S637
638,30-09-23,P0018,73,78.75,S638
639,01-10-23,P0019,122,12.31,S639
640,02-10-23,P0020,86,61.14,S640
641,03-10-23,P0001,39,66.68,S641
642,04-10-23,P0002,145,84.95,S642
643,05-10-23,P0003,4,85.2,S643
644,06-10-23,P0004,8,42.9,S644
645,07-10-23,P0005,298,82.07,S645
646,08-10-23,P0006,175,73.39,S646
647,09-10-23,P0007,177,40.45,S647
648,10-10-23,P0008,154,12.48,S648
649,11-10-23,P0009,24,32.44,S649
650,12-10-23,P0010,63,61.85,S650
651,13-10-23,P0011,29,35.12,S651
652,14-10-23,P0012,52,14.89,S652
653,15-10-23,P0013,59,18.4,S653
654,16-10-23,P0014,48,83.95,S654
655,17-10-23,P0015,71,83.65,S655
656,18-10-23,P0016,86,16.24,S656
657,19-10-23,P0017,12,34.38,S657
658,20-10-23,P0018,336,72.54,S658
659,21-10-23,P0019,35,80.19,S659
660,22-10-23,P0020,20,93.99,S660
661,23-10-23,P0001,13,91.6,S661
662,24-10-23,P0002,46,79.31,S662
663,25-10-23,P0003,49,63.03,S663
